0.08053	0.08053	0.08069
0.06281	0.12562	0.10894
0.05431	0.16294	0.12760
0.04734	0.18937	0.13905
0.04220	0.21098	0.14741
0.03908	0.23445	0.15571
0.03625	0.25373	0.16224
0.03383	0.27068	0.16754
0.03192	0.28731	0.17250
0.03022	0.30224	0.17695
